,Unnamed: 0,comment,sentimen
1468,1468,masalah utama di trust issue,negatif
1469,1469,sarkasme sangat jleb uu ampas harta koruptor berantas judol pinjol hilang lane tapera sistem benar baik bagus eksekusi bobrok ancur lebur kalo pns doang kena sih masuk akal kenapa nonpns bahkan freelancer paksa wajib ikut kalo mau ikut udah punya rumah bakal rumah waris bakal kena denda pidana wow sangat diktator bangetapanya demokrasi cuman rakyat doang kena lah jabat kena enakenak aja bonuspemerintah janji dana tapera akan guna program ah yes janji kosong doangdana bjps dana asabri star aja masih korupsi,negatif
1470,1470,tolak tapera titik percuma kaya kuasa chuakz 62 in every segmen fully curropted,negatif
1471,1471,indonesia uang ga kurang rumah udah ada tidakaya america nyewa sewa gedung hasil besar keluar vesar,negatif
1472,1472,kecil aja ilang gedega la yau jabat korup muldoko n team,negatif
1473,1473,program ini,positif
1474,1474,parah sistem gotong royong tp perintah sendiri gk ikut iur kira rakyat dikibulin kali,negatif
1475,1475,indonesia banyak pegang kuasa mudah goda alias koluptol suka suap ada suka suap utk untung msg2 makanya rakyat skrg udah qak percaya kecewa sm perintah karna negara masih banyak yang miskin nurani hidup tak prinsip,negatif
1476,1476,masalah bukan program mungkin bang tingkat percaya publik jabat petinggi negara rendah sebab beberapa oknum manfaat bijak penting pribadi sendiri tambah bila tangkap juga hukum para laku korupsi golong sebentar tambah remisi bebas masa hukum para mantan pidana tipikor bisa nyalon lagi,negatif
1477,1477,sbnrnya sih program ga jelek cm mslhnya lama uu ampas aset koruptor miskin sampe keluarga2nya ga blh nyalon lg gw sih ga bakal percayain duit gw negara soal layan perintah apa cm asal aja kualitas tanya,negatif
1478,1478,bentar di panggil kpi bro muahahahahaha,negatif
1479,1479,tapera minimal bs percaya kalo berantas korupsi internal perintah bener bener berantas bahkan sikat dgn hukum mati utama kasus korupsi kmrn 271t tuh berani tuh pemerintahyang libat baik si artis suami nya jatuh hukum mati juga sangka kaca kasus jiwasraya wajar lah masyarakat makin percaya ama perintah udah gitu skrg banyak phk massal eh perintah malah luncur tapera bener bener blunder bijak perintah,negatif
1480,1480,lahan korupsi baru nih hihi,negatif
1481,1481,siapa percaya kalo ujung korupsi,negatif
1482,1482,sin hebat indonesiapantasan maju2 benar gampang sih1koruptor hukum mati selesai duit korupsi pejabat2 indo dlm 10 tahun akhir aja ud tuh dijadiin dp buat rumah rakyat malah tambah beban rakyat kecil kan lucu100 tahun sy berani taruh indo bakal maju,positif
1483,1483,lewat program rumah jokowi,positif
1484,1484,tapera sama sistem ponzi duluan ikut rumah yang belakang nunggu yang lain gabung tapera,negatif
1485,1485,kalo koruptor bom hukum m4t1 gw ga pernah ikhlas sama tapera gabisa tuntut dunia kita tuntut akhirat,negatif
1486,1486,bikin channel bedah rumahcari investor gedein channelnya biar kaya willi salimmulai 1 provinsi 1 rumah kalo sampai 1 desa 1 rumahlast step bye bye tapera,positif
1487,1487,masih sah ruu ampas aset koruptor hukum mati ga tuju sama program,negatif
1488,1488,kepercayaanlapangan kerjapenghasilan,negatif
1489,1489,press x to doubt,negatif
1490,1490,bagus mana liat program bpk jokowi belum tapera spesifik nya sama kyk tapera rumah gratis akhir bengkalai urus skrg tapera gotong royong gmn cerita apalagi potong 3 yainibila orang punya rumah wajib bayar tapera bila orang belum punya rumah kos kontrak apa wajib bayar tapera gotong royong kata perintah duduk santai minum kopi lihat masyarakat indonesia laba kocarkacir beranta semua bila jadi baru perintah turun tangan tanggap beban masyarakat indonesia liat skrg viral banyak pabrik apa ibarat kata bangkrut ratus bahkan ribu masyarakat indonesia di phk liat gila kuasa tukang kayu bpk jokowi pidana penjara aja 1 keluarga bpk jokowi libat kasus kolusi korupsi nepotisme oligarki monarki konstitusional itu paksa hendak masyarakat indonesia konstitusi negara masalah gibran rakabuming raka asli larang bisa masuk politik negara anak presiden bpk jokowi ini gila jabat coreng uud 45 juga ideologi negara indonesia pancasila tambah kaesang pangarep daftar cagub dki jakarta sudah liat itu mprridprripresidenri,negatif
1491,1491,klo kelola beneran gpp koropsi koropsihilang kasus sama aj bohong,negatif
1492,1492,tiap denger berita ginian cita2 gw nyebrang negeri orang makin kuat,positif
1493,1493,masalah bukan potong benar masyarakat sangat super duper hiper percaya jabat semua orang tau apa kerja ga liat uang diem,negatif
1494,1494,lama tingkat percaya rendah marak korupsi jangan harap banyak ngedukung,negatif
1495,1495,tapera paling cocok orang tinggal pinggir sungai jakarta udah kotor semrawut lg,negatif
1496,1496,100 di korupsi,negatif
1497,1497,mau teriak banyak korupsi nyadar kalau serang fajar terima,negatif
1498,1498,kalau rumah memang butuh pokok perintah ga buat bijak het beras jadi naik harga bisa kontrol perintah bukan mekanisme pasar,negatif
1499,1499,masalah gk percaya sama kelola uang,negatif
1500,1500,program lama aja beres mau bikin program baru,negatif
1501,1501,kelola kata jadi sangat bahaya kl mengelolanpemerintah konoha,negatif
1502,1502,klo tingkat korupsi tinggi jangan harap program tapera bagus udah jelas knp blum percaya sama program yang ingin masyarakat hukum koruptor seberat2nya,negatif
1503,1503,kalau malaysia dua dana pencen pilih satu dana khusus pencen 100 bahas video adalah dana pencen dua pencen banyak lg faedah2 lain kita boleh keluar cukup faedah2 sebut cth bayar deposit rumah bayar hutang ajar ya percaya perintah untuk kelola dana juga yang penting,positif
1504,1504,ga tenang kalo korupsi,negatif
1505,1505,korupsi politik indonesia rusak norma hidup negara,negatif
1506,1506,semua orang butuh rumah tidak semua orang perlu beli rumah baru,negatif
1507,1507,kalau indonesia program nama tempekra,negatif
1508,1508,benar banyak rakyat baik mau peras asal bukti nyata singapore banyak layan bagus walaupun banyak potong pajak cuman di negara korupsi dimanamana bikin orang skeptis mala halus,negatif
1509,1509,pemerintahdpr cuma kumpul maling,negatif
1510,1510,sy sdh mrasakan sndri program milik jmsostek sama persis sama taperag mudah skli buat ajuin kpr pake program sprt inig smw developer mau,positif
1511,1511,saya positif uang rakyat habis situs judi sayang,negatif
1512,1512,kata jabat indonesia dapat 15 juta masuk hasil atas 800rb tengah 400rb calon tengah,positif
1513,1513,epf malaysia 24 11 of gaji bulan 13 kontribusi perusahaanpengusaha gaji kurnag rm5000 gaji yang rm 5000 potong 12 epf tuju dana pensiun bunga rata2 825kita sendiri punya jht jamsostek jadi tapera seperti tumpang tindih,negatif
1514,1514,oke gas oke gas mungkin program memang harap kaum all inumr naik gk sampe 3 e potong lebih umr lagi potong bpjs 2 penjajahanan modern,negatif
1515,1515,quotemostly sukses jalanin program rumah rakyat sesuai kata2 sendiri mostly bagi besar arti gagal nah masalah utama indonesia adalah percaya masyarakat lemah perintah jadi masalah di perintah sendiri kalau mau tapera di yes in sama masyarakat tinggal perintah bukti kalau mereka bisa percaya contoh bukti koruptor benar2 hukum cara apa undang2 ampas aset syah semua waskita jiwasraya selesai jadi bukan tapera nya tolak jalan program yang tidak percaya,negatif
1516,1516,habis nonton malaka project eh muncul video koh raymond langsung tonton,negatif
1517,1517,bang bang elu telat bgt klo mau jadi oposisi,negatif
1518,1518,percuma korupsi,negatif
1519,1519,sekali tidak jamin rumah gantung dana kelola jangan mimpi dpt rumah lu cuma bantu kpr,negatif
1520,1520,aku gk tuju korupsi,negatif
1521,1521,kunci cuma percaya perintah itu sangat tipis sekali kkn negeri stadium akut preman mafia perintah sudah mirip minta layan bukan layan layan sosial harus transparan makin tutup cari benar malah makin lihat salah,negatif
1522,1522,banyak jabat konoha karakter taperatampang tipu rakyatkorupsi luas waspada,negatif
1523,1523,klo uu hukum mati koruptor miskin keluarga paman ponakan cucu mungkin baru mulai percaya,negatif
1524,1524,dana haji dikorupsidana pensiun asabri dikorupsidana sosial dikorupsidana apa tidak korupsi ko,negatif
1525,1525,percaya sih susah udah mikir aja ujungujungnya korup,negatif
1526,1526,kalo rakyat percaya harus pakai bahasa komunikasi jelas rinci yang ko reymon jelasin kyk gin sayang komunikasi perintah seperti asal mangap aja,negatif
1527,1527,program perintah semua bagus mas jadi buruk uang program malah d ambil bahkan terang terang sehingga tingkat percaya masyarakat perintah jadi kurang apa lg percaya kelola uang perintah,negatif
1528,1528,ladang basah korupsi cuan cuan coy,negatif
1529,1529,slama korupsi tumbuh subur negri mustahil program begini dukung rakyat,negatif
1530,1530,makin jelasih ama koh raymond makin yakin ni program ga bagus jangan bilang bagus kalo bla bla bla kalo program bagus ga yang protes semua tuju,positif
1531,1531,plz perintah jangan bikin beban rakyat,negatif
1532,1532,buuuuum edukasi beri jelas sederhana awam sampe yang kini erti mudahintinya kembali percaya rakyat inti percaya,positif
1533,1533,buat konten indonesia serang wabah korupsi,negatif
1534,1534,lama hukum buat koruptor pernah hukum mati sampe kapan gue tetap ga percaya program perintah eh canda lho,negatif
1535,1535,uu ampas harta koruptor sah program sangkut 2 sektor sering jadi lahan basah korusir tabung kyk gin bagus biar uang negara kabur kabur keluar negri ya luar dalam indo acak acak sistem saling tumpah tindih,negatif
1536,1536,rumah subsidi kualitas bedah rumah,negatif
1537,1537,lha dapat atas 8 juta rugi donk uang mati ga bunga makan inflasi,negatif
1538,1538,ajar jiwasraya,negatif
1539,1539,gimana rakyat mau percaya mk ma diobok2 kpu skandal tri korupsi kominfo tani kemendikbud blunder ikn otw gagal total alam papua otak atik polisi blunder kasus vina pinjol judi online pelihara narkoba rajalela,negatif
1540,1540,trust issue perintah akan hilang korupsi makin banyak laku oknum jabat,negatif
1541,1541,iya bener inti nggk percaya sama perintah kalau nama nggk percaya mau ngomong apa anggap mau nipu aja,negatif
1542,1542,ko kalo outsourcing sejati saya gimana sewaktu2 putus kerja,positif
1543,1543,tuju tapera asal koruptor hukum mati harta harta hasil korupsi kembali pihak rugi,negatif
1544,1544,tapera stop indonesia blom siap,negatif
1545,1545,emang akar masalah komplekskarena dasar perintah cermin raykatnyamasih banyak harus dibehahi sm bangsa salah satu baik kualitas didik nasional tanam nilai moral baik anti korupsikalo ga gabakal selesai nih masalahyang dasar moral masyarakat borbok makanya perintah problematiksemoga depan solusi,negatif
1546,1546,kalau kelola tapera bener bener jalan tugas baik jujur tuju tapera jadi yang baik bisa bantu masyarakat bawah depan anak muda sulit beli rumah sendiri jadi sini semua gantung kelola tapera,positif
1547,1547,paling benar bangun sendiridaripada titipin uang perintah ee tau masuk kantong merekasulit masyarakat nerima program karna banyak kasus uang masyarakat korup wkwk,negatif
1548,1548,perintah mau cuan layak cuan tabung haji uang simpan perintah 102030 tahun otomatis uang simpan putar hal sedang tahun perintah harus penuh berangkat haji sesuai kuota,negatif
1549,1549,masalah trust simpel aja lebih percaya naruh duit bertahun2 perintah ke bca,negatif
1550,1550,its about trust,negatif
1551,1551,maslahnya bukan disituini masalah percaya rkyat perintah inti sih koruptor baru rakyat bakal yakin ratus persenintinya kasih percaya dulu ama rakyat kesah uud ampas aset,negatif
1552,1552,balik dlu percaya masyarakat baru jalan tapera,negatif
1553,1553,kalo kursi perintah bersih tikus ikut ikut aja klo dapat,negatif
1554,1554,editor beda cuttingnya kurang rapih audio kurang,negatif
1555,1555,jujur ngtidak percaya paling duit korupsi kaya udah udah,negatif
1556,1556,tetap dlu uu ampas aset miskin koruptor baru tuju,negatif
1557,1557,yaelah cuman kalang tentu dapet samq aja dgn produk,negatif
1558,1558,ina mah abis embat buat beli saham goreng ujung ujung abis bersisajangan pernah percaya uang monyetujung ujung jadi pisang,negatif
1559,1559,saya masuk konten sensitif tetapi gw salut sma konten berani suara buka wawas masyarakat lebih akurat jelas,positif
1560,1560,intinyapemerintah cari cara utk cuan extra rakyatlihat sajananti akan iur baru lagi,positif
1561,1561,bahas muhammdiyah tarik 13t bs kak,negatif
1562,1562,kalau kasus korupsi tapera udah heran sih,negatif
1563,1563,hukum gaikut tapera apa sih usir indo kahh kalo beneran buat rumah udah punya rumah wajib ikut,negatif
1564,1564,asabri aja korupsi rakyat banyak ntidak percaya jabat gelimang harta korupsi,negatif
1565,1565,tingkat korupsi tinggi program apa upa pungut potong gaji akan dukung berantas dulu korupsi hingga dekat nol yang paling penting,negatif
1566,1566,cape cape kerja potong 3 rugi dong kaowkoakwoaw tidak percaya,negatif
1567,1567,bandingin kelola bumn sini sm luar negri gmntingkat korupsi disni sm sana gmnklo luar bagus karna klolanya bagus disni bumn aja rugirugi buka resin malah banyak program potong sana sini,negatif
1568,1568,kalo aku pribadi sangat khawatir bagaimana dana sebut kelola terus percaya masyarakat kelola dana publik rendah ya karena kasus korupsi penyalahgunaan dana,negatif
1569,1569,masalah pns aja banyak ngontrak punya rumah padahal bapetarumkita lihat contoh udah aja kalau pns mostly beli rumah nah tambah ada kasus jiwasraya asabri makin percaya sama pemerintahketika bicara investasi bicara trust perintah bisa percaya gin aja deh perintah benah sistem tapera pns dulu tapera swasta bikin opsional aja dulu masayarakat non pns beri opsi serah mau ikut apa engtidak nah bukti aja dulu hasil program tapera itumasyararakat kita ini butuh bukti sekarang bukti aja pns banyak masih ngontrak terus ada dana pns udah pensiun tinggal cair alas klasik spt kewalahan lah orang udah bosen sama alas klasik kayak gitu cuma alibi aja jadi bukti aja dulu program tapera pnsuntuk non pns itu obsional aja mau ikut silah tidak mau ikut jg gpp,negatif
1570,1570,perintah lunas tapera belum kembali,negatif
1571,1571,program nya bagus kita percaya oknum nya kelola lihat salah satu asuransi nasional tidak jelas sekarang keburu mati orang nya baru cair,negatif
1572,1572,jiwasraya asabri evolusi seluruh rakyat indonesia pastikorupsi,negatif
1573,1573,kasihan wni kurang literasi cuma bikin fitnah tapera sdh banyak buat banyak negara masuk malaysia singapura australia nz china salah mana perintah usah dengerin pdip lah,negatif
1574,1574,tapera program pdip era sby era sby pdip punya kuasa kursi sedikit dpr makanya di tunda baru era jokowi suara partai dprd banyak baru deh di eksekusi,negatif
1575,1575,moga jalan baik kita aemua,positif
1576,1576,kunci ningkatin income dulu di luar negeri tuh income nya gede yah jadi kalo potong gk berapa gaji,positif
1577,1577,liat dulu gaji bawah 2 juta bayar listrikmakanbiaya lain apa cukup tapera no lah bpjs belibet,negatif
1578,1578,program bagus ngelola bagus,positif
1579,1579,aku first,negatif
1580,1580,mungkin klo laku hukum mati laku korupsikita bakal agree sih,negatif
1581,1581,rak nyat nya makin miskin klo aturn nya kyak gin,negatif
1582,1582,gimana engtidak ngejelekin koh udah kasus udah punya rumah dana engtidak ambilsama aja kayak investasi bodong buat engtidak mau punya rumah dulu sama udah punya rumahdan bpk sendiri loh ngomong website resmi nya kalo tapera banyak engtidak cair info liat kompas bpk sulbar banyak engtidak main loh dana 500an m gaji komite taperanya aja ratus juta per tahun tapera juga bahas rapat paripurna dpr ri banyak kontra nya di masyarakatmulai ketidakpercayaan masyarakat program perintah pengaruh jangka panjang,negatif
1583,1583,nyata dgn program tidak jelas begini makin tahu perintah yang tak atur uang apbn berat rakyat terus lihat perintah korupsi buat jadi gk percaya dgn perintah terus beli rumah harga bawah 1 milliar sangat sedikit rumah bawah 1 milliar ingat harga tanah komponen bangun makin lonjak tinggi liat korut kasih rumah gratis warga perintah kacau,negatif
1584,1584,tapera pns aja korupsi makanya untuk non pns ga percaya anda tapera pns sukses rakyat ikut salah korupsi aja sih,negatif
1585,1585,alih2 nambahin pajak k rakyatcoba potong ambil dr gaji jabat negara sbg bentuk abdi buat rakyat,negatif
1586,1586,mslh nya jabat perintah indonesia skrng sdh hilang percaya rakyat sndri,negatif
1587,1587,indonesia kurang uang indonesia cuma banyak orang korupsi,negatif
1588,1588,ngeri tapera rumah nya ga jelas iur gaji jabat udah jelas,negatif
1589,1589,ini rakyat bawah miskin pandang pungli,negatif
1590,1590,konten,negatif
1591,1591,2030 kasus korupsi tapera 5 triliun,negatif
1592,1592,ngaco ulsannya jangan bcra politik km raymond kinten mu bgus bsa ancur ulas lain aj,negatif
1593,1593,jeniussssssss,negatif
1594,1594,ajar kasus asabri guys masyarakat indonesia smaya mf pak jokowi niat bpk memang mulia mensejahterakn rakyat itu benar ajar kasus asabri sampai ini blm selesai kalau gaji dpr bea cukai jabat pajak jabat tinggi lain potong kesejateraan rakyat senang hati kami akan terima ingat pak gaji itu dri rakyat ga salah kan di kembali sedikit,positif
1595,1595,mana dukung 02 bangga bakal punya rumah baru,positif
1596,1596,kalau gaji aggota dpr kerja rakyat potong 50 baru rakyat neng pak,negatif
1597,1597,selamat buat pilih 02 mau lanjut program pak jkw generasi,negatif
1598,1598,tapera tabung peras rakyat,negatif
1599,1599,mending bikin rumah uang 271 triliun,positif
1600,1600,kerja rakyat kerja jabat,negatif
1601,1601,tolak tapera ini rakyat bukan dina sosial negara the emir of qatar please jadi aku anak angkatmuuu,negatif
1602,1602,sedang tunggu berita 10 tahun kedepantersangka kasus korupsi tapera tangkap kpk,negatif
1603,1603,apa kabar aku umr nya cuma 2jt,negatif
1604,1604,makan tuh gas oke gas,negatif
1605,1605,yuuukk semangat yuuukkkita lanjut lanjut meres rakyat lanjut cari lahan korupsi lanjut kaya diri kluarga kroni lanjut joged joged,positif
1606,1606,perintah cipta produk bisa jual negara unt dapat hasil baru unt tapera tau kl mau pot tapera para jabat dewan menteri banyak uang,positif
1607,1607,kok firasat gue dana buat makan siang gratis biasa firasat perempuan tu bener,negatif
1608,1608,kalau kerja punya rumah sendiri gimana perlu tapera saya rasa,negatif
1609,1609,ladang korupsi baru,negatif
1610,1610,eh buset daahujung2 nya kalo ngtidak d korup buat ngebut ikn,negatif
1611,1611,wes kate pensi mbok rasah kakaean polah pak2 wes bpjs kes masih bagus wajib saiki potong ngene an barang,negatif
1612,1612,nama tapera tambah derita rakyat,negatif
1613,1613,takut kalian doa orang zalim sungguh akan bawa atas awan kemudian allah kata mulia besar aku akan tolong sekalipun hr atthabran,negatif
1614,1614,gaji aja cukup buat makan pak masa di potong harus potong gaji perintah pak negara kaya pak punya mas timah minyak kepal sawit hasil alam yang ngerasain jabat pak,positif
1615,1615,gasabar pindah negara,negatif
1616,1616,mohon maaf belum kak baca kilas sibuk bagai guru kerja pagi malam kumpul pundipundi rupiah tapera masuk guru honorer maaf banget bukan bagai guru mau keluh ikut campur urus ini bagai guru honorer gaji bukan umr gaji bawah 2jt malah juga gaji di bawah 1jt terus nih kalau misal mau potong buat tapera buat hari apa dong ikhlas jadi guru kerja guru sangat mulia cerdas anak bangsa selalu doa anak murid kelak jadi anak yang sukses berakhlaqul karimah aamiin,negatif
1617,1617,tolak taperagaji cukup buat biaya seharihari ama biaya sekolah anak mau dipotongcoba gajipejabat tinggi potong beliaudapat gaji rakyatpaling bagi sedikit bagi hasil gaji beliau bagi untuk rakyat,negatif
1618,1618,lha klo gaji cuma 28jt per bulan potong 3 butuh wktu berapa puluh tahun baru kebel rumah nya udah keduluan wafat kali,negatif
1619,1619,mau pensiun aja bikin bijak bikin rakyat sengsara,negatif
1620,1620,ah kalo aku jd presiden anak2ku minimal gubernur lah biar kena tapera,positif
1621,1621,benar jadi soal perintah berani jamin korupsi dana apa jaminanya ada ipex lebih baik tidak ada atur tapera,negatif
1622,1622,perintah pinter pinter ntidakalin rakyat,negatif
1623,1623,pajakin aja terus sampe rakyat ngga punya duit buat makan,negatif
1624,1624,bukan jokowi nama kalo ga nyusahin,negatif
1625,1625,ladang korupsi baru yok siapa jadi menang nya,negatif
1626,1626,jangan smpai kena korupsi sama pihak tentu aja,negatif
1627,1627,kalo aaya sicj tuju para karyawan upah minim paksa tabung biaya rumah punya rumah sendiri kan enak masa depan punya rumah milik sendiriga ngontrak ga numpang rumah mertuaorang tua,negatif
1628,1628,tapera tambah pernderitan rakyat program luar nurul hasil gas ok gas,negatif
1629,1629,oke gassmales bgt udah,negatif
1630,1630,trus rumah ambil rumah dulu baru bayar potong,negatif
1631,1631,naikin gaji gede lg dong biar gk kerasawehh,negatif
1632,1632,suka suka mereka indo mulik kamu anda semuaaa boneka paham,positif
1633,1633,kalo bener bang benerbener potong otomatis gaji,negatif
1634,1634,asfan,negatif
1635,1635,hampir hbis masa bakti bikin banyak pp kontroversial ginikmaren kris bpjs skrng taperabesok apa pakketika bkin atur mesti sesuai dg butuh masyarakat pakyakin masyarakat butuh pakpikirkan betul benar ini bisa selesai masalah trkait sulit dlm penuh kbutuhan rumah pakudah banyak potong pak gaji kite kalo tidak cocok ama tuh rumah tapera trs blm lagi kalo kembang jujur,negatif
1636,1636,wihh gasabar buat baca berita korupsi tapera datang,negatif
1637,1637,nnti duit nyabuat buat ituga jelas,negatif
1638,1638,yakali bagi,negatif
1639,1639,rakyat bayar upeti buat sejahtera raja,negatif
1640,1640,bpjs aja nungtidak tambah tapera makin nang gaji,negatif
1641,1641,kasihan buruh pabrik gaji berapa potong macemmacem,negatif
1642,1642,masa jabat udah ga sampe 5 bulan bikin baik2 buat rakyat eh malah nyusahin,negatif
1643,1643,untung kite kerja luar negeri,positif
1644,1644,kontol asu kerjo parung waktu we kadang mung 150 meh potong ndasmu i ple keple hooh ra non,negatif
1645,1645,tambah derita rakyat,negatif
1646,1646,jabat nya berapa taun akumulasi baru berapa taun bijak presiden bakal ubah,negatif
1647,1647,amsiong negara wakanda,negatif
1648,1648,jogetin aja,negatif
1649,1649,ngeyel sih orang kya gin pilih nikmat aja sekarang,negatif
1650,1650,rumah harga 15 mgaji umr 5jt 25 12500015m 125rb 12rb bln 1000 thnjd kl mau punya rumah 15m kerja 1000 thn,negatif
1651,1651,au amaatt berakk sekebonn,negatif
1652,1652,turun aja pak jangan nambah beban rakyat,negatif
1653,1653,jadi ini negara kaya apa miskin sih pak,negatif
1654,1654,program bagus begini kok ledekin aneh indonesia,negatif
1655,1655,cekik cekik,negatif
1656,1656,tuju indonesia emas,positif
1657,1657,selamat yeeee dukung 02 lanjut program pak jokowi sorry yeeee,negatif
1658,1658,kasi pak rakyat banyak potong mau beli rumah biar nabung sendiri jangan paksa,negatif
1659,1659,mamam tuh pilih lo org2,negatif
1660,1660,makan tuh joged2,positif
1661,1661,mau lengser saja bikin atur atur buat bayar utang negara utang rakyat bikin sengsara tudak salah klo di bilang negara dinasty,negatif
1662,1662,tapera tutorial berantas orang miskin makin kecil makin cekik,negatif
1663,1663,butuh berapa tahun dapat rumah hasil tapera,negatif
1664,1664,bantuin cari komenan simpel bikin anak abah tantrum dong udah lama gk nemu kuatir mrk tular tantrum,negatif
1665,1665,kok maksa sih kurang dana buat ikn program2 ga jelas ken modal balik dinasti dinasti,negatif
1666,1666,nyari duit gin sih pakkk,negatif
1667,1667,kas kosong cari cara keruk duit rakyat,negatif
1668,1668,bikin atur kok seenak2nya si,negatif
1669,1669,duit bakal dipake dulu kaya buat invest ikan,positif
1670,1670,tapera sama dgn bpjs yaa beda lah pak jangan maksain hal2 selalu susah rakyat lah udah semua jabat daerah jadi dinasti keluarga kenal nya bpk mau jadi apa bangsa qta rakyat selalu susah harga beras aja turun pak pikirin aja dulu pak,negatif
1671,1671,padahal udah mau pensiun loh jangan bikin heboh lah pak,negatif
1672,1672,mbuat atur kayak gitu tapera mbok yo konsultasi dulu rakyat maen kampus diskusi loo tapera ini ini maen ke stasiun tv beri jelas terus kalau rakyat se7 baru lah program tapera laksana ahh serah lah,positif
1673,1673,tuhan cipta 7 langit aku golput aku hidup jalan ada gaji ku engkau di atas hak atur hidup,negatif
1674,1674,asik lahan korps baru,negatif
1675,1675,papa kompakkk yukkk bayar pajak gassss karyawan swasta freelance kan mana udahhh dikinnn mendingg kalo bonusss nahhh kalooo ntidakkk matibdahhhh,negatif
1676,1676,allah gin negara,negatif
1677,1677,ka lomm,negatif
1678,1678,lha kalo uda rumah masak potong tapera,negatif
1679,1679,gaga gji naik 1 potong 3,negatif
1680,1680,yang punya rumah hrus bayar tapera arti sang kepala sekolah mau brtanggung jawab atas homelesstunawisma kira bgtu logika,negatif
1681,1681,naik gajih baru potong pak,negatif
1682,1682,gmn tanggap ny,negatif
1683,1683,luar negeri semua masyarakat bayar pensiun mau pns bukan semua orang wajib punya asuransi kesehatanasuransi pensiun terima jamin masa tua duduk rata sejahtera undang2 tara keluarga miskin cacat jadi terap negara bukankah jauh lebih baik pada berita2 itu jadi orang bayar juga tidak rasa rugi bukan itu utk masa depan,positif
1684,1684,rakyat udah potong endingnya di korup,negatif
1685,1685,jatuh timpa tangga,negatif
1686,1686,selamattt,positif
1687,1687,kalian sdh tega dngan masyarakat anda2 brkepentingan menyalahgunakan kbijakan sdh tak tau lg rakyat hrs bgaimana kata apa,negatif
1688,1688,wi wi aya2 wae lah kite makan aje udeh mpot2 an wi gmne lu mau potong gaji laki gue wi,negatif
1689,1689,ujung korupsi,negatif
1690,1690,rok,negatif
1691,1691,mending ditabungin rumah aman,positif
1692,1692,saya takut duit nya korup,negatif
1693,1693,sakarepmu wis lah,negatif
1694,1694,bukan rakyat bagi paket sembako kenapa protes,negatif
1695,1695,abis uang korupsi anjaiii nyala negara,negatif
1696,1696,tunggu skandal korupsi,negatif
1697,1697,harga rumah nya bikin murah bukan malah potong gajiangell gaji sekarang udah pas,positif
1698,1698,guling,negatif
1699,1699,bisa bilang allah hamba,positif
1700,1700,yeeeyy,positif
1701,1701,banyak potong lama2 abis gaji orang butuh banyak apa2 udah naik mahal main mau potong aja minimal naikin gaji dulu umr nya 10jt baru bikin atur,negatif
1702,1702,bukan potong harus tambah gaji pak biar nabung beli rumah upah umr bawah,negatif
1703,1703,klo kerja sdh punya rumah sendiri gimana potong ga,negatif
1704,1704,gas,negatif
1705,1705,tolak keras,negatif
1706,1706,ud potong bpjs potong,negatif
1707,1707,mending cek toko punya karyawan di cek gaji nya baru potong gppp,negatif
1708,1708,kerjone kontrak trus nek kontrak e ra panjang opo dibalekke duit e kui lur kan raisoh nutukne teh,negatif
1709,1709,kaya gin ni peluang jadi lahan korupsi baru ga sih yaallah rabbi,negatif
1710,1710,oke gasoke gasmakan dah tuh,negatif
1711,1711,gaji minim buat biaya hidupeeh banyak potong nyamiris sekali,negatif
1712,1712,,neutral
1713,1713,yakin tabung paling dipake buat negara lg,positif
1714,1714,gmn karyawan kontrak tiap 3 thn d putus kontrakapa bsa d cairin jg kyk bpjs malah endap karna tdk belanjut kerja,negatif
1715,1715,bilang sama bikin uusaya udah punya rumahgamau ikut2an ky gitumenghambat cicillan lain,negatif
1716,1716,tidak keberatanseandainya perintah bikin atur umr pling kecil indonesia 20 jt rupiah,negatif
1717,1717,tapera tabung rumah rakyat rakyat mana soal maksa banget siiih lokasi nya ga jelas sudah maksa buat rumah ikn,negatif
1718,1718,kes paksa ada udang balik bakwan yakin,negatif
1719,1719,ga sekali 100,negatif
1720,1720,yang gaji borong apa kena potong sedih kali,negatif
1721,1721,oke gas mah gk ngaruh orang lagi gk kerja info loker dong lulus s1 teknik sipil nganggur,negatif
1722,1722,apa daya kerja nya cuman karyawan kontrak,negatif
1723,1723,pak jokowi astaghfirullah udah mau lengser mngeluarkan praturan bikin rakyat makin benci makin kesel,negatif
1724,1724,ko terroris diam aja nih negara begini,negatif
1725,1725,ronde pertama tenangmasih 11 ronde moga aja ko gas wae lekkkkk aku tak mulih dadi wong biasa wae,negatif
1726,1726,uras,negatif
1727,1727,nyata doi manusia ya,negatif
1728,1728,hrus blang trus trang ni geram klii sama pmlih bliau mau d apain enak nya,negatif
1729,1729,woi plis aku gamauuu nolak ngga sih,negatif
1730,1730,boro rumah aja bom lunas pak trus musti nabung buat rumah org lainmenyalah tuh,negatif
1731,1731,bagaimana masyarakat sudah milik rumah masa mau ikut program tapera,negatif
1732,1732,yang punya rumah kok potong,negatif
1733,1733,mulai sekarang aku ngumpulin 7 bola dragonball biar hidup 100 thn lebihagar dapat rumah,positif
1734,1734,selamat potong riya gaji yah guys,negatif
1735,1735,ehhhh serius pasti buat dpr njiirr soal udah atur perintah masak ojol kena 3 njiirrr,negatif
1736,1736,lucu banget sampe freelance loh duh pak pak,positif
1737,1737,akal akal biaya ikn,negatif
1738,1738,negeri dagel,negatif
1739,1739,astagfirullah,negatif
